province,school_name,city,rank_2024,rank_5yr,trend,overall_rating_2024,overall_rating_5yr,source
QC,des Îles,Les Îles-de-la-Madeleine,156,155,flat,6.5,6.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Versant,Gatineau,156,177,up,6.5,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Académie Saint-Louis,Québec,169,93,down,6.4,7.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Curé-Mercure,Mont-Tremblant,169,248,up,6.4,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jean-du-Nord / Manikoutai,Sept-Îles,169,nd,nd,6.4,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Samare,Plessisville,169,125,down,6.4,6.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Louis-Cyr,Saint-Cyprien-de-Napierville,169,129,flat,6.4,6.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Lucille-Teasdale,Blainville,169,190,flat,6.4,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Marcelle-Mallet,Lévis,169,129,flat,6.4,6.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Monseigneur-Euclide-Théberge,Marieville,169,208,flat,6.4,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Notre Dame de Nareg,Laval,169,147,flat,6.4,6.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Joseph,Trois-Rivières,169,147,flat,6.4,6.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de Neufchâtel,Québec,169,238,up,6.4,5.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Berges,Les Bergeronnes,169,129,flat,6.4,6.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,l’Eau-Vive,Québec,169,190,flat,6.4,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Barthélemy-Joliette,Joliette,182,371,up,6.3,4.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,De Rochebelle,Québec,182,147,flat,6.3,6.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Dégelis,Dégelis,182,278,flat,6.3,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,D’Arcy McGee,Gatineau,182,177,flat,6.3,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Cité-des-Jeunes,Vaudreuil-Dorion,182,190,flat,6.3,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Frontalière,Coaticook,182,155,flat,6.3,6.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Le tandem,Victoriaville,182,119,down,6.3,6.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Louis-Philippe-Paré,Châteauguay,182,155,flat,6.3,6.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,North Star,Laval,182,248,flat,6.3,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Philemon Wright,Gatineau,182,147,down,6.3,6.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Pierrefonds,Montréal,182,147,flat,6.3,6.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Westmount,Westmount,182,164,flat,6.3,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de L’Érablière,Saint-Félix-de-Valois,182,190,flat,6.3,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de la Courvilloise,Québec,182,177,up,6.3,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Chêne-Bleu,Pincourt,182,129,flat,6.3,6.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,l’Agora,Longueuil,182,nd,nd,6.3,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"Éc, le Vitrail",Montréal,182,nd,nd,6.3,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"A,S, Johnson Memorial",Thetford Mines,199,nd,nd,6.2,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Camille-Lavoie,Alma,199,111,down,6.2,7.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Mont-Bleu,Gatineau,199,222,up,6.2,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-François,Beauceville,199,129,down,6.2,6.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Serge-Bouchard,Baie-Comeau,199,259,flat,6.2,5.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Three Rivers,Trois-Rivières,199,268,flat,6.2,5.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,aux Quatre-Vents,Bonaventure,199,238,flat,6.2,5.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Chutes,Shawinigan,199,208,flat,6.2,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Fadette,Saint-Hyacinthe,207,293,flat,6.1,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jean-Jacques-Bertrand,Farnham,207,177,flat,6.1,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jean-Nicolet,Nicolet,207,268,flat,6.1,5.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Découverte,Saint-Léonard-d’Aston,207,278,up,6.1,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Voie,Montréal,207,222,flat,6.1,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Marie-Clarac,Montréal,207,129,down,6.1,6.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Notre-Dame-de-l’Assomption,Nicolet,207,222,flat,6.1,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Rosemere,Rosemère,207,222,flat,6.1,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de L’Ancienne-Lorette,L’Ancienne-Lorette,207,177,flat,6.1,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Plateau,La Malbaie,207,222,flat,6.1,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Armand-Saint-Onge,Amqui,217,259,up,6.0,5.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Horizon Jeunesse,Laval,217,208,flat,6.0,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Kells,Montréal,217,278,flat,6.0,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Tuque Secondaire,La Tuque,217,nd,nd,6.0,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Lakeside,Montréal,217,307,flat,6.0,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Mitchell - Montcalm,Sherbrooke,217,129,flat,6.0,6.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Paul-Le Jeune,Saint-Tite,217,208,flat,6.0,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Pierre-Laporte,Mont-Royal,217,164,flat,6.0,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Pointe-Lévy,Lévis,217,190,flat,6.0,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Sophie-Barat,Montréal,217,164,down,6.0,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Hauts-Sommets,Saint-Jérôme,217,177,flat,6.0,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Patriotes,Beauharnois,217,293,up,6.0,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Boisbriand,Boisbriand,229,222,flat,5.9,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Centennial,Longueuil,229,190,flat,5.9,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Le boisé,Victoriaville,229,208,flat,5.9,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Les Trois Saisons,Boucherville,229,nd,nd,5.9,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Nicolas-Gatineau,Gatineau,229,268,flat,5.9,5.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Paul-Arseneau,L’Assomption,229,222,flat,5.9,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Marc,Saint-Marc-des-Carrières,229,164,flat,5.9,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,le Tremplin,Malartic,229,238,flat,5.9,5.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,les Etchemins,Lévis,229,248,flat,5.9,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Dorval-Jean XXIII,Dorval,238,222,flat,5.8,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Cité étudiante,Maniwaki,238,371,up,5.8,4.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Porte-du-Nord,Chibougamau,238,147,down,5.8,6.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Louis-Joseph-Papineau,Papineauville,238,307,flat,5.8,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Mont-Sainte-Anne,Sherbrooke,238,355,flat,5.8,4.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Montignac,Lac-Mégantic,238,190,flat,5.8,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Pamphile-Le May,Sainte-Croix,238,278,up,5.8,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Paul-Hubert,Rimouski,238,248,flat,5.8,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Aubin,Baie-Saint-Paul,238,164,flat,5.8,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Bernard,Drummondville,238,222,flat,5.8,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Trois-Pistoles,Trois-Pistoles,238,259,flat,5.8,5.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de L’Érablière,Gatineau,238,248,flat,5.8,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Rivières,Forestville,238,177,flat,5.8,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Grand-Coteau,Sainte-Julie,238,268,flat,5.8,5.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"Bourget, anglaise",Rigaud,252,nd,nd,5.7,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Heritage Regional,Longueuil,252,222,flat,5.7,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Hormisdas-Gamelin,Gatineau,252,208,flat,5.7,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Massey-Vanier,Cowansville,252,293,flat,5.7,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Polybel,Beloeil,252,327,flat,5.7,5.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Soulanges,Saint-Polycarpe,252,222,flat,5.7,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de L’Île,Gatineau,252,248,flat,5.7,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Mont-Sainte-Anne,Beaupré,252,268,flat,5.7,5.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Antoine-Bernard,Carleton-sur-Mer,260,177,flat,5.6,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Benoît-Vachon,Sainte-Marie,260,278,flat,5.6,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"C,-E,-Pouliot",Gaspé,260,355,up,5.6,4.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Chanoine-Armand-Racicot,Saint-Jean-sur-Richelieu,260,293,flat,5.6,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Clarétain,Victoriaville,260,155,flat,5.6,6.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Emmanuel Christian,Dollard-des-Ormeaux,260,119,down,5.6,6.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,LaurenHill,Montréal,260,208,flat,5.6,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Laval Liberty,Laval,260,259,flat,5.6,5.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Louis-Riel,Montréal,260,248,flat,5.6,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Ozias-Leduc,Mont-Saint-Hilaire,260,190,flat,5.6,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Paspébiac,Paspébiac,260,190,flat,5.6,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Georges,Saint-Georges,260,318,up,5.6,5.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Michael,Low,260,nd,nd,5.6,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Norbert,Cap-Chat,260,nd,nd,5.6,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Ste-Agathe,Sainte-Agathe-des-Monts,260,nd,nd,5.6,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de la Ruche,Magog,260,177,flat,5.6,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Sentiers,Québec,260,164,flat,5.6,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Antoine-de-Saint-Exupéry,Montréal,277,268,flat,5.5,5.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Arvida,Saguenay,277,293,flat,5.5,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Deux-Montagnes,Deux-Montagnes,277,238,flat,5.5,5.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Donnacona,Donnacona,277,190,flat,5.5,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"F,A,C,E,",Montréal,277,164,down,5.5,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jeanne-Mance,Drummondville,277,293,flat,5.5,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,LaSalle,Montréal,277,318,flat,5.5,5.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Laurier MacDonald,Montréal,277,248,flat,5.5,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Leblanc,Laval,277,222,flat,5.5,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Matane,Matane,277,293,flat,5.5,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Polyno,La Sarre,277,278,up,5.5,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Rivier,Coaticook,277,238,flat,5.5,5.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Sacré-Coeur,Grenville-sur-la-Rouge,277,164,down,5.5,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Sainte-Marie,Princeville,277,177,down,5.5,6.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Thérèse-Martin,Joliette,277,278,flat,5.5,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de la Rive,Lavaltrie,277,411,up,5.5,3.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,des Sources,Dollard-des-Ormeaux,277,238,flat,5.5,5.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,André-Laurendeau,Longueuil,294,318,flat,5.4,5.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Cabano,Témiscouata-sur-le-Lac,294,248,flat,5.4,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Source,Rouyn-Noranda,294,nd,nd,5.4,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Louis-Saint-Laurent,East Angus,294,293,flat,5.4,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,du Rocher,Shawinigan,294,238,flat,5.4,5.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Casavant,Saint-Hyacinthe,299,307,flat,5.3,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Curé-Antoine-Labelle,Laval,299,259,flat,5.3,5.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Henri-Bourassa,Montréal,299,147,down,5.3,6.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jean-Jacques-Rousseau,Boisbriand,299,336,up,5.3,4.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,"Lester B, Pearson",Montréal,299,278,flat,5.3,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Louis-Jacques-Casault,Montmagny,299,238,down,5.3,5.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Montessori Orford,Orford,299,nd,nd,5.3,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Pierre-Dupuy,Montréal,299,382,flat,5.3,4.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Programme intégré secondaire,Repentigny,299,nd,nd,5.3,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Georges,Senneville,299,248,flat,5.3,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de la Montée,Sherbrooke,299,259,flat,5.3,5.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Cavelier-De LaSalle,Montréal,310,362,flat,5.2,4.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Hyacinthe-Delorme,Saint-Hyacinthe,310,278,flat,5.2,5.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jean-Gauthier,Alma,310,371,up,5.2,4.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Jean-Raimbault,Drummondville,310,268,flat,5.2,5.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Lake of Two Mountains,Deux-Montagnes,310,293,flat,5.2,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,MacDonald,Sainte-Anne-de-Bellevue,310,307,flat,5.2,5.2,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Marcel-Landry,Saint-Jean-sur-Richelieu,310,248,flat,5.2,5.7,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Paul-Gérin-Lajoie-d’Outremont,Montréal,310,164,flat,5.2,6.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Luc,Montréal,310,208,down,5.2,6.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Samuel-De Champlain,Québec,310,327,flat,5.2,5.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,d’Amos,Amos,310,327,flat,5.2,5.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,l’Horizon,Repentigny,310,345,up,5.2,4.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,l’Odyssée,Valcourt,310,nd,nd,5.2,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Châteauguay Valley,Ormstown,323,327,flat,5.1,5.0,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Dollard-des-Ormeaux,Shannon,323,190,flat,5.1,6.1,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,D’Iberville,Rouyn-Noranda,323,259,flat,5.1,5.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Joséphine-Dandurand,Saint-Jean-sur-Richelieu,323,377,flat,5.1,4.4,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,La Pocatière,La Pocatière,323,268,flat,5.1,5.5,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Oka,Oka,323,238,down,5.1,5.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Edmond,Longueuil,323,nd,nd,5.1,nd,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Joseph,Mont-Laurier,323,222,flat,5.1,5.9,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Saint-Maxime,Laval,323,293,flat,5.1,5.3,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,Veilleux,Saint-Joseph-de-Beauce,323,345,flat,5.1,4.8,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
QC,de l’Odyssée,Saguenay,323,259,flat,5.1,5.6,https://www.compareschoolrankings.org/pdf/bulletin-des-ecoles-secondaires-du-quebec-2025.pdf
